#KEY	Clip_wcdRFP_II_2	Clip_wcdRFP_III_2	Clip_bamGFP_I_2	Clip_bamGFP_II_2	Clip_bamGFP_III_2
CG3552	502	390	212	120	230
CG3556	14	9	3	8	14
CG3557	0	0	0	0	2
CG3558	2102	2082	875	912	1252
CG3565	0	5	0	0	0
CG3566	1223	1207	632	691	998
CG3568	63	65	29	16	27
CG3570	239	221	140	105	139
CG3581	8	3	0	3	1
CG3587	306	339	199	240	250
CG3588	3	13	0	1	2
CG3589	1467	1647	211	175	693
CG3592	0	1	0	0	0
CG3594	867	889	341	402	427
CG3597	125	85	38	50	93
CG3598	0	0	0	0	0
CG3603	384	318	334	188	267
CG3604	4	4	0	8	5
CG3605	2395	2482	1269	1330	1229
CG3609	644	693	601	639	780
CG3610	5	0	0	8	5
CG3611	4	0	0	12	0
CG3618	684	561	65	169	176
CG3625	1805	1992	198	90	611
CG3626	1240	1305	498	649	643
CG3630	252	236	31	48	128
CG3631	511	489	268	238	248
CG3632	3211	3480	1019	1028	2141
CG3634	464	416	260	241	252
CG3635	17	18	0	5	8
CG3638	4742	4391	2537	2846	2481
CG3640	8	0	0	0	0
CG3645	716	691	356	511	489
CG3649	4	0	0	0	0
CG3650	0	0	0	0	0
CG3651	2615	2269	551	764	1051
CG3652	813	657	558	305	712
CG3655	4836	4610	537	957	1550
CG3662	23853	31897	4735	3443	13330
CG3663	317	231	155	186	170
CG3669	20	26	0	3	18
CG3678	694	578	316	290	452
CG3679	2646	2196	269	543	732
CG3687	0	1	0	0	0
CG3689	3304	2757	818	1175	1479
CG3690	0	0	50	35	68
CG3698	5	7	0	0	0
CG3699	1	0	8	11	16
CG3700	270	285	95	135	156
CG3702	3094	3002	2166	1544	2210
CG3703	3	7	0	9	0
CG3704	841	838	362	495	456
CG3706	0	0	0	0	0
CG3708	0	0	0	0	0
CG3709	964	818	369	268	509
CG3711	1029	928	349	651	603
CG3713	10	13	7	6	14
CG3714	3054	3284	1640	1282	1928
CG3719	543	430	204	204	278
CG3726	1733	1845	516	720	1250
CG3732	395	383	192	193	212
CG3734	0	0	0	0	4
CG3735	1282	1119	525	622	594
CG3739	0	0	3	0	45
CG3740	474	513	139	99	219
CG3744	2431	2493	1228	1399	1165
CG3746	8	12	0	0	10
CG3748	1	0	0	0	0
CG3756	847	723	325	364	530
CG3760	2426	2424	2506	1996	2069
CG3764	2750	3013	411	842	1574
CG3769	7	20	0	2	7
CG3770	149	159	89	109	111
CG3773	874	767	346	252	341
CG3775	0	0	0	0	0
CG3776	622	622	585	414	462
CG3777	262	256	740	466	289
CG3781	381	381	236	105	352
CG3788	272	220	71	100	124
CG3790	47	41	29	31	22
CG3792	1636	1580	836	532	688
CG3793	733	585	316	276	431
CG3795	0	1	0	0	0
CG3797	1916	1794	687	577	970
CG3800	22668	20132	12938	13437	11296
CG3803	416	362	192	332	315
CG3808	1457	1500	453	454	688
CG3809	0	0	0	0	0
CG3812	381	346	55	197	98
CG3814	210	194	93	81	133
CG3815	778	668	265	339	354
CG3817	972	994	445	623	492
CG3819	3	8	0	4	0
CG3822	0	0	0	0	0
CG3823	251	187	718	439	443
CG3829	338	291	32	32	89
CG3831	904	1017	99	387	315
CG3838	2048	2154	834	749	1230
CG3841	0	0	0	0	2
CG3842	546	604	222	240	362
CG3847	2419	2231	990	972	1292
CG3857	109	144	134	77	81
CG3860	3084	3172	475	478	1035
CG3862	395	397	185	207	169
CG3868	6	31	33	20	20
CG3876	374	313	206	150	167
CG3880	5	3	0	0	0
CG3887	1403	1205	1041	588	1008
CG3894	485	524	127	205	317
CG3902	3306	2527	3619	2390	2335
CG3906	2	5	0	4	0
CG3907	1519	1670	648	374	949
CG3909	561	505	372	250	363
CG3916	7	6	0	0	12
CG3918	666	537	337	294	350
CG3919	153	99	62	85	100
CG3925	1331	1345	382	396	870
CG3927	2	1	0	0	0
CG3939	480	421	184	207	318
CG3940	990	1075	663	257	843
CG3942	0	0	0	0	0
CG3955	0	3	0	0	0
CG3961	425	422	112	91	99
CG3964	132	137	70	220	124
CG3967	1183	1072	438	434	596
CG3982	79	70	32	71	59
CG3984	0	4	0	0	13
CG3987	9	7	34	5	34
CG3995	706	604	136	160	345
CG3999	1	9	0	0	0
CG4000	0	1	0	0	3
CG40006	634	461	67	158	177
CG4004	839	656	126	344	318
CG40045	5067	5131	1870	1617	2661
CG4009	5387	6122	1079	2875	9901
CG40160	2914	3045	985	639	1643
CG4017	15	8	1	1	14
CG40178	2599	3194	834	573	1413
CG40191	4156	3899	1747	1248	2552
CG40198	2	2	0	0	0
CG4020	567	573	227	340	393
CG4021	0	0	0	0	0
CG4022	1276	1076	338	461	443
CG40228	1936	1603	729	517	1088
CG4025	408	488	180	81	204
CG40298	12	12	16	6	6
CG4036	551	444	289	293	322
CG4038	1210	982	838	756	701
CG4041	804	795	687	657	644
CG4042	369	303	191	132	193
CG40439	0	0	0	0	0
CG4045	624	653	355	465	436
CG40470	25	21	15	4	12
CG40472	70	86	21	42	31
CG40485	8	20	0	10	9
CG40486	1	4	0	0	3
CG4049	1945	1726	537	682	663
CG40498	31	41	2	28	19
CG4050	1017	811	580	571	541
CG4053	3	3	0	0	0
CG40635	0	0	0	0	0
CG4065	975	976	670	560	756
CG4066	270	327	37	136	711
CG4069	1545	1530	532	672	974
CG4073	0	0	0	0	2
CG4074	376	294	210	135	176
CG4078	1025	970	412	350	543
CG4080	6125	6480	780	1120	2319
CG40813	0	0	0	0	5
CG4089	193	148	110	102	68
CG4095	27	27	6	2	21
CG4096	65	46	8	54	60
CG4098	205	241	19	76	182
CG4101	190	167	77	59	76
CG41099	7827	7124	2487	2039	3455
CG41106	18	13	4	5	10
CG41128	1326	1164	286	230	534
CG4115	9	3	5	12	6
CG4116	20	18	0	22	5
CG4119	1584	1549	875	1273	921
CG41242	0	0	0	0	0
CG41284	0	4	0	0	0
CG4133	19	24	5	0	24
CG41378	493	461	222	108	252
CG41434	0	1	0	0	0
CG4151	0	0	0	0	0
CG41520	433	235	30	31	54
CG41561	0	0	0	0	0
CG41562	0	5	0	4	0
CG4159	805	730	358	488	660
CG4161	0	0	0	0	0
CG4168	0	1	0	0	0
CG4174	0	0	0	0	0
CG4186	184	117	43	49	91
CG4194	46	37	1	19	34
CG4198	70	75	19	44	34
CG4199	1322	1291	218	378	720
CG4210	137	140	130	36	66
CG4213	46	51	25	18	38
CG4218	0	0	0	0	0
CG42231	0	0	0	0	0
CG42232	8026	7101	1900	3818	3389
CG42233	269	276	116	121	97
CG42235	0	2	213	208	217
CG42237	23	26	15	22	74
CG42238	1660	1605	531	641	940
CG42239	726	537	334	198	519
CG42240	11406	11411	2228	2785	5121
CG42245	0	0	0	0	0
CG42246	3	27	10	11	2
CG42249	8	11	15	18	14
CG42255	180	128	33	146	103
CG42258	1561	1521	575	703	816
CG42259	132	106	48	79	86
CG42260	250	201	8	20	18
CG42263	0	0	0	0	0
CG42264	0	0	0	0	0
CG42265	109	72	16	9	9
CG42266	68	73	28	47	29
CG42268	1623	1786	416	293	945
CG42269	89	143	18	20	71
CG42271	692	610	307	322	424
CG42272	1	5	8	0	20
CG42284	9	2	7	4	9
CG42287	0	1	0	0	0
CG42288	0	0	1	0	0
CG4229	0	0	0	0	0
CG42296	21	33	24	0	19
CG42299	16	10	10	18	5
CG4230	983	892	280	429	493
CG42300	6	4	0	20	5
CG42302	0	0	0	0	0
CG42304	0	0	0	0	0
CG42305	0	0	0	0	0
CG42306	0	0	0	0	0
CG42307	0	0	0	0	0
CG42308	0	0	0	0	0
CG42313	2	5	0	0	0
CG42319	13	29	0	14	18
CG42321	1959	2216	756	927	1527
CG42322	3	8	0	4	0
CG42323	0	0	0	9	0
CG42324	29	10	14	50	35
CG42326	1	6	0	8	1
CG42327	3286	3310	1813	1443	2135
CG42329	1	0	0	24	0
CG42331	26	19	0	21	8
CG42335	18	14	2	0	2
CG42336	2107	1605	2502	1327	1751
CG42337	18	11	0	18	2
CG42339	0	0	0	0	0
CG42340	130	129	38	115	80
CG42342	286	245	19	124	99
CG42346	29	45	18	60	39
CG42353	0	0	0	0	0
CG42354	26	46	15	0	23
CG42355	0	0	0	0	0
CG42356	0	0	0	0	0
CG42357	2	0	0	0	0
CG42359	130	111	67	57	107
CG42360	1367	1192	322	471	545
CG42361	91	88	9	53	68
CG42362	0	0	0	0	0
CG42363	0	0	0	0	0
CG42364	31	25	19	0	5
CG42365	388	392	117	105	157
CG42366	27	15	14	6	13
CG42367	1	0	0	0	0
CG42369	8	17	0	8	2
CG42370	32	42	0	4	2
CG42371	0	0	0	0	0
CG42372	0	0	0	0	0
CG42374	0	0	0	0	0
CG42375	0	0	0	0	0
CG42376	832	748	293	296	314
CG42379	0	0	0	0	0
CG4238	1522	1487	645	706	699
CG42380	0	0	0	0	0
CG42381	0	0	0	0	0
CG42382	148	164	48	79	113
CG42383	0	0	0	0	0
CG42389	3138	3191	2524	3001	2307
CG4239	259	205	110	145	139
CG42390	809	990	29	62	372
CG42391	15	17	13	0	11
CG42392	13	8	0	10	10
CG42393	2	0	0	4	0
CG42394	569	709	143	43	270
CG42395	51	77	20	54	32
CG42397	1	0	4	0	0
CG42399	294	282	97	122	209
CG42402	33	32	7	0	3
CG42404	650	495	101	321	375
CG42445	592	501	237	75	312
CG42446	0	0	0	0	0
CG42449	6	4	0	0	1
CG42450	109	67	5	43	62
CG42455	0	0	0	0	0
CG42456	0	0	0	0	0
CG42458	187	170	0	37	32
CG42460	0	0	0	0	0
CG42464	0	0	0	0	0
CG42465	0	0	0	0	0
CG42467	0	0	0	0	0
CG42470	0	0	0	0	0
CG42471	0	0	0	0	0
CG42481	0	0	0	0	0
CG42486	0	1	0	0	3
CG42487	0	0	0	0	0
CG42488	0	0	0	0	0
CG42489	34	34	11	25	28
CG42492	24	19	38	0	5
CG42493	0	1	0	0	0
CG42494	47	59	19	35	28
CG42495	97	86	22	53	43
CG42496	0	0	0	0	0
CG42497	0	0	0	0	0
CG42498	0	0	0	0	0
CG4250	1445	1059	678	394	653
CG42500	0	0	0	0	0
CG42502	0	0	0	0	0
CG42503	0	0	0	0	0
CG42504	0	0	0	0	0
CG42505	0	0	0	0	0
CG42507	0	0	0	0	0
CG42511	0	0	0	0	0
CG42512	0	0	0	0	0
CG42514	880	1124	353	228	579
CG42516	0	0	0	0	0
CG42518	0	2	0	0	0
CG42521	0	0	0	0	0
CG42523	0	0	0	0	0
CG42524	536	683	281	204	385
CG42525	11	16	0	0	9
CG42526	104	64	9	52	27
CG42529	0	0	0	0	0
CG42531	1	1	5	0	6
CG42534	0	0	0	0	0
CG42535	6	1	0	0	0
CG42536	0	2	0	9	0
CG42537	3	2	0	7	0
CG42538	0	0	0	0	0
CG42540	6	6	0	5	2
CG42541	31	18	5	15	9
CG42542	3337	3456	1405	844	1770
CG42544	0	0	0	0	0
CG42553	597	580	156	96	350
CG42554	272	314	138	73	168
CG42556	172	169	7	45	74
CG42557	0	0	0	0	0
CG42558	0	0	0	0	0
CG42559	0	0	0	0	0
CG42560	0	0	0	0	0
CG42561	140	105	2	2	47
CG42562	52	51	0	0	19
CG42564	11	11	1	0	10
CG42565	0	0	0	0	0
CG42566	449	418	197	125	232
CG42568	0	0	0	0	0
CG42570	0	0	0	10	0
CG42571	0	0	0	0	0
CG42577	13	16	0	8	0
CG42578	0	0	0	0	0
CG42579	0	0	0	1	0
CG42580	0	0	0	0	0
CG42581	0	0	0	0	1
CG42583	0	0	0	0	0
CG42585	0	0	0	0	0
CG42586	0	0	0	0	0
CG42587	2	10	6	7	4
CG42588	1822	1773	566	1002	908
CG4259	4	17	0	7	5
CG42590	4	8	2	0	9
CG42591	18	20	7	7	25
CG42592	0	0	0	0	0
CG42594	8	2	7	9	6
CG42597	0	2	0	3	0
CG42598	9	4	9	5	0
CG42613	14	27	0	17	22
CG42615	177	294	8	32	134
CG42633	19	11	7	0	12
CG42634	0	0	0	0	0
CG42635	0	0	0	0	0
CG42637	0	0	0	0	0
CG42638	0	0	0	0	0
CG42649	0	0	0	0	0
CG42650	0	0	0	0	2
CG42654	0	0	0	0	0
CG42655	0	0	0	0	0
CG42656	4	2	8	1	15
CG42658	0	0	0	4	0
CG42659	0	0	0	0	0
CG4266	2629	2447	1305	1778	1439
CG42660	0	0	0	0	0
CG42661	0	0	0	0	0
CG42662	0	0	0	0	0
CG42663	1631	1642	1280	1302	1402
CG42668	2949	3070	1369	1657	1912
CG4267	544	608	48	102	288
CG42671	2714	2672	656	1305	1712
CG42672	3251	3518	1551	1497	2046
CG42673	10545	14611	1339	1421	6352
CG42674	3046	3372	692	914	1890
CG42675	78	53	8	6	97
CG42676	540	468	165	294	331
CG42680	0	0	0	0	0
CG42681	5	5	0	0	0
CG42682	0	0	0	0	0
CG42684	5182	5561	2640	2517	2992
CG42685	5	0	0	0	0
CG42688	0	2	0	0	2
CG4269	699	644	21	34	336
CG42690	0	0	0	0	0
CG42691	0	0	0	5	0
CG42692	0	0	0	0	0
CG42693	0	4	5	4	0
CG42694	42	44	15	35	23
CG42697	6	13	0	9	10
CG42699	352	382	132	272	258
CG4270	0	0	0	0	0
CG42700	18	17	0	20	5
CG42703	0	0	0	0	0
CG42704	0	3	0	0	0
CG42705	0	0	0	0	0
CG42709	4222	4446	836	828	2085
CG4271	0	0	0	0	0
CG42710	0	0	0	0	0
CG42711	8	27	0	3	8
CG42713	0	0	0	0	0
CG42714	0	15	0	0	9
CG42716	1	0	0	0	0
CG42717	26	23	0	6	11
CG42718	0	0	0	0	0
CG42724	2411	2305	1437	2216	1360
CG42726	0	0	0	0	0
CG42727	0	0	0	0	0
CG42728	13	9	26	19	0
CG42729	7	11	5	17	4
CG42733	0	0	0	3	1
CG42740	0	0	0	0	0
CG42741	16	8	0	0	5
CG42747	607	425	261	379	482
CG42748	5141	5961	2775	1696	3193
CG42749	0	0	0	0	0
CG42750	0	1	0	8	1
CG42751	3	2	5	4	13
CG42752	0	0	0	0	0
CG42753	0	2	0	0	0
CG42758	0	1	0	0	0
CG42759	0	0	0	0	0
CG42762	74	118	5	16	59
CG42763	60	100	13	28	41
CG42764	4	8	5	2	8
CG42766	0	0	0	0	1
CG42778	0	0	0	0	0
CG42779	0	4	0	0	1
CG4278	886	794	491	379	673
CG42780	52	45	5	72	26
CG42781	1	5	0	9	3
CG42782	0	0	0	0	0
CG42784	0	1	9	0	0
CG42787	23	41	20	31	23
CG42788	2832	3023	405	600	1541
CG42789	0	0	0	0	0
CG42792	0	0	0	0	0
CG42795	7	9	0	17	0
CG42797	2030	1985	471	674	646
CG42798	0	1	0	0	0
CG42806	859	718	390	491	574
CG42807	35	64	147	30	74
CG42808	405	448	12	35	279
CG42809	0	0	0	0	0
CG4281	1770	1568	605	758	784
CG42810	0	0	0	1	0
CG42811	0	0	0	0	0
CG42812	0	0	0	0	0
CG42813	731	716	492	423	594
CG42814	8	4	2	3	0
CG42815	2	2	12	3	0
CG42816	203	140	91	111	125
CG42817	64	59	9	6	20
CG42818	0	2	0	0	0
CG42819	30	34	0	0	6
CG4282	870	827	250	259	360
CG42820	23	1	0	4	0
CG42821	1000	1622	68	85	2569
CG42822	1382	1819	122	90	2162
CG42823	6	3	0	6	1
CG42824	0	0	0	0	0
CG42825	0	0	14	0	0
CG42826	0	1	0	0	0
CG42827	0	1	0	18	0
CG42828	0	1	0	0	0
CG42830	0	0	0	0	0
CG42831	0	0	0	0	0
CG42832	0	1	0	0	0
CG42833	1	0	24	10	7
CG42834	1	8	0	0	0
CG42835	0	3	0	0	8
CG42837	0	0	0	0	0
CG42841	0	0	0	0	0
CG42846	12	17	0	13	2
CG42847	4	5	0	0	0
CG42851	0	0	0	0	0
CG42852	0	0	0	0	0
CG42853	0	0	0	11	0
CG42854	53	31	0	23	26
CG42855	5	0	0	0	0
CG42857	88	16	64	0	1
CG4286	3	1	0	3	5
CG42866	4	7	0	1	0
CG42867	34	49	15	5	14
CG42869	0	5	0	0	7
CG4287	1440	1695	272	283	826
CG42870	4	3	0	0	0
CG42876	0	0	0	0	0
CG42878	0	0	0	0	0
CG4291	350	386	203	180	214
CG4293	877	656	1059	733	808
CG4294	2714	2619	832	753	1331
CG4297	2488	2843	1131	1369	1966
CG4300	3615	3714	624	926	1016
CG4301	20	9	8	23	17
CG4302	67	113	41	16	88
CG43049	0	0	0	0	0
CG43050	31	39	0	3	60
CG43052	0	0	0	7	0
CG43054	0	0	0	0	0
CG43055	0	0	0	0	0
CG43056	0	0	0	0	0
CG43057	5	3	0	0	2
CG43058	0	0	0	0	0
CG43059	0	0	0	0	0
CG4306	13	8	1	0	5
CG43060	5	6	0	0	0
CG43061	3	2	0	0	0
CG43062	59	39	0	0	10
CG43063	3	1	0	0	3
CG43064	5	6	43	0	2
CG43066	1372	2012	706	843	1766
CG43068	0	0	0	0	0
CG43069	0	4	0	0	0
CG43070	0	3	0	0	0
CG43071	0	2	0	0	0
CG43072	89	172	14	19	61
CG43074	4	3	0	9	0
CG43075	0	0	0	0	0
CG43076	0	0	0	9	0
CG43077	28	28	10	2	26
CG43078	256	325	215	116	253
CG43082	0	0	0	0	0
CG43083	0	0	0	0	0
CG43084	0	0	0	0	0
CG43085	111	169	15	13	49
CG43088	59	25	10	0	0
CG43089	0	0	0	0	0
CG43090	0	1	0	5	0
CG43091	6	0	0	0	1
CG43092	5	10	0	0	3
CG43093	6	6	1	0	0
CG43094	16	4	0	0	6
CG43095	25	8	0	13	8
CG43098	2	0	0	0	0
CG43101	0	0	0	0	0
CG43102	380	432	485	608	565
CG43103	302	299	49	26	85
CG43106	0	0	0	0	0
CG43107	58	57	33	22	46
CG43108	0	0	0	0	0
CG43109	0	0	0	0	0
CG43110	468	415	101	207	220
CG43111	0	0	0	0	0
CG43112	6	2	10	0	5
CG43114	3	0	0	0	1
CG43115	0	1	7	0	0
CG43116	4	6	0	1	5
CG43117	27	37	0	15	18
CG43120	0	0	0	0	0
CG43121	0	2	0	0	0
CG43123	0	0	0	0	4
CG43124	0	0	0	0	0
CG43125	3	0	0	0	0
CG43127	0	3	0	0	0
CG4313	340	299	47	180	117
CG43131	0	0	0	0	0
CG43133	2	4	0	0	0
CG43134	8009	12822	6717	3780	19122
CG43135	40	29	0	56	155
CG43136	0	0	0	0	0
CG43137	8	0	0	0	3
CG43138	0	0	0	0	0
CG43139	2	7	0	5	13
CG43143	2481	2744	918	1508	1667
CG43145	0	0	0	0	0
CG43147	0	0	0	0	0
CG43149	0	0	0	0	0
CG43153	30	35	5	2	8
CG43155	21	8	0	3	4
CG43156	793	548	292	98	312
CG43163	317	302	8	96	175
CG43165	8	4	0	4	2
CG43167	0	0	0	0	0
CG43168	0	0	0	0	0
CG43169	0	0	0	2	0
CG43171	0	0	0	0	0
CG43172	0	0	0	0	0
CG43175	1	1	0	0	0
CG43178	0	0	0	0	0
CG43179	0	0	0	0	0
CG4318	25	19	0	5	11
CG43181	2	3	1	7	0
CG43182	2	2	0	0	0
CG43183	0	3	0	0	0
CG43184	0	0	0	0	0
CG43185	4	3	10	0	0
CG43187	3	0	0	0	0
CG43188	0	0	0	0	0
CG43189	20	32	6	5	17
CG43190	9	13	0	12	5
CG43191	174	117	0	16	13
CG43192	1	8	0	0	2
CG43195	0	0	0	0	0
CG43198	12	3	0	2	8
CG43200	0	0	0	0	0
CG43201	0	0	0	0	0
CG43202	0	0	0	0	0
CG43203	0	0	4	0	0
CG43204	0	0	0	0	0
CG43206	0	0	0	0	0
CG43207	0	0	0	0	6
CG43208	0	0	0	0	0
CG43209	0	0	0	0	0
CG43210	0	0	0	0	0
CG43218	27	22	111	32	46
CG43219	9	3	6	0	3
CG43220	0	0	0	0	0
CG43221	0	0	0	0	0
CG43222	1	4	0	0	5
CG43229	7	5	0	0	0
CG43230	0	0	0	0	0
CG43231	0	0	0	15	0
CG43232	9	22	1	7	22
CG43233	2	0	0	0	0
CG43235	0	0	0	0	0
CG43236	47	32	0	0	25
CG43237	0	0	0	0	0
CG4324	12	3	0	6	11
CG43244	0	4	0	0	0
CG43245	10	2	0	0	1
CG43246	0	3	0	4	0
CG43248	42	29	31	25	44
CG43249	0	0	0	0	0
CG4325	289	325	291	76	182
CG43251	0	3	0	1	0
CG43254	0	2	0	0	0
CG43255	7	26	0	10	5
CG43267	0	0	0	0	0
CG43271	0	0	0	0	0
CG43272	0	0	0	0	0
CG43273	270	199	109	31	134
CG43277	1	0	10	10	0
CG4328	0	0	0	0	0
CG43288	0	0	0	0	0
CG4329	0	1	0	0	0
CG43290	9	4	5	6	8
CG43291	20	13	4	0	10
CG43292	2	1	0	0	0
CG43293	23	11	0	9	7
CG43294	0	0	0	0	0
CG43295	137	96	50	62	52
CG43296	0	0	0	0	0
CG43307	6	9	0	17	0
CG43308	1	0	0	0	0
CG43312	0	0	0	0	0
CG43313	1864	1712	727	1186	905
CG43315	0	0	0	0	0
CG43316	0	0	0	0	0
CG43317	10	15	0	13	6
CG43318	11	9	0	19	5
CG43319	7	13	0	2	0
CG4332	1514	1414	934	756	1156
CG43320	207	136	30	38	80
CG43321	0	0	0	0	0
CG43322	149	158	30	56	78
CG43324	51	11	0	11	5
CG43325	0	0	0	0	2
CG43326	0	0	0	0	0
CG43327	0	0	0	0	0
CG43328	0	0	0	0	0
CG43329	0	0	0	0	0
CG43330	0	0	0	0	0
CG43331	0	0	0	0	0
CG43332	15	11	8	0	19
CG43333	946	859	296	388	2095
CG43335	0	1	0	16	0
CG43336	0	1	0	0	0
CG43337	0	3	0	0	3
CG43338	5	2	0	12	4
CG43339	5	0	0	10	13
CG43340	5506	6528	1126	1734	6228
CG43341	94	115	10	100	103
CG43342	115	128	45	39	43
CG43343	537	520	136	219	285
CG43345	0	0	0	0	0
CG43346	0	0	0	0	0
CG43347	6	3	0	0	0
CG43348	1	0	0	0	1
CG43349	0	0	1	11	0
CG4335	3	0	0	0	2
CG43350	0	0	0	0	0
CG43351	0	0	0	0	0
CG43354	0	1	0	0	0
CG43355	0	0	0	0	0
CG43362	0	0	0	0	0
CG43366	71	59	44	168	116
CG43367	5006	5127	1283	2311	3028
CG43370	166	130	113	128	140
CG43371	0	0	0	0	0
CG43373	9	16	0	13	18
CG43376	1	2	0	0	8
CG4338	498	456	281	351	325
CG43386	0	1	0	0	0
CG43389	2	3	0	5	0
CG43390	1	5	0	0	0
CG43391	3	3	0	0	0
CG43392	0	0	0	0	0
CG43393	10	5	0	0	9
CG43394	812	877	318	330	1459
CG43396	0	0	0	0	0
CG43397	0	0	0	0	0
CG43400	0	1	9	0	7
CG43401	0	0	0	0	0
CG43402	1	0	0	0	0
CG43403	0	0	0	0	5
CG43407	2	0	0	12	0
CG4341	0	0	0	0	0
CG43427	4906	6308	1187	2104	3561
CG43438	0	3	0	0	0
CG43439	0	0	0	0	0
CG43441	0	0	0	0	0
CG43445	0	0	0	0	0
CG43446	5	3	0	0	0
CG43447	0	0	0	0	0
CG43448	0	1	0	0	0
CG43449	0	0	0	0	0
CG43450	0	0	0	0	0
CG4360	2770	2603	1365	1625	1656
CG43618	0	1	0	0	0
CG4362	2	2	0	8	17
CG4363	0	0	0	4	6
CG43630	9	14	5	2	8
CG43638	0	0	0	0	0
CG4364	9097	8011	3797	4028	5901
CG43645	0	0	0	0	0
CG43646	199	207	7	11	104
CG43647	178	268	6	6	89
CG43658	4697	5351	753	1257	2232
CG43659	0	0	0	0	5
CG43666	0	2	0	0	0
CG43667	0	1	0	0	0
CG43668	2	2	0	0	0
CG4367	7	13	0	13	5
CG43672	230	280	45	193	161
CG43673	17	11	0	8	6
CG43675	89	102	19	23	30
CG43677	0	0	0	0	0
CG43678	0	0	0	0	0
CG43679	0	0	5	0	0
CG43680	2	0	0	0	0
CG43689	152	129	17	151	57
CG43691	0	1	0	0	0
CG43693	14156	16538	15846	9108	15354
CG43694	5	1	0	0	0
CG43702	0	0	0	0	4
CG43703	0	0	0	0	0
CG43707	5	1	0	9	1
CG43709	0	0	0	0	0
CG43710	0	0	0	0	0
CG43711	0	0	0	0	0
CG4372	1	7	0	0	0
CG43725	0	0	0	0	0
CG43729	20	40	9	11	30
CG43731	0	0	0	0	0
CG43732	0	0	0	0	0
CG43736	5087	4834	1922	2777	2469
CG43737	7	0	0	0	0
CG43739	0	0	0	0	0
CG4374	0	3	0	0	6
CG43740	12	9	0	6	2
CG43742	0	0	0	0	2
CG4375	0	0	0	0	0
CG43750	0	0	0	0	0
CG43755	3	7	0	0	0
CG43759	1726	1632	666	918	1041
CG43760	0	0	0	0	0
CG4377	2	0	0	1	0
CG43773	0	2	0	0	0
CG43774	0	0	5	0	11
CG43775	0	0	0	0	0
CG43776	0	0	0	0	0
CG43777	0	0	0	0	0
CG43778	8	0	0	0	0
CG43779	0	0	0	0	0
CG43780	0	0	0	0	0
CG43781	0	0	0	0	0
CG43783	1131	1221	329	480	741
CG43784	0	0	0	0	0
CG43788	1	4	10	10	13
CG43789	3	4	0	6	0
CG43795	87	92	0	0	8
CG43796	1	4	0	0	7
CG43797	1	3	0	13	0
CG43798	0	0	0	0	0
CG43799	0	0	0	0	0
CG43800	0	0	0	0	0
CG43813	0	0	0	0	0
CG43814	0	3	0	0	11
CG43815	0	0	0	0	0
CG43816	0	0	0	0	0
CG4382	0	0	0	0	0
CG43829	0	0	0	0	0
CG43841	0	0	0	0	0
CG43843	23	9	0	8	0
CG43844	21	12	0	0	21
CG43845	0	0	0	0	0
CG43850	0	0	0	0	0
CG43851	0	0	0	5	0
CG4386	1	0	0	0	0
CG43861	29	17	10	11	18
CG43867	2158	1939	443	1121	1050
CG43880	0	0	0	0	0
CG43885	0	0	0	0	0
CG43886	161	111	26	18	57
CG43894	0	0	0	0	0
CG43895	0	0	0	0	0
CG43896	1	3	0	0	0
CG43897	12	5	22	15	45
CG4390	921	736	709	545	530
CG43901	102	242	29	74	344
CG43902	14	16	0	8	4
CG43915	0	0	0	0	0
CG43919	3	2	6	0	1
CG43920	0	0	0	0	0
CG43921	344	296	25	37	100
CG43922	0	0	0	0	0
CG43923	0	0	0	0	0
CG43924	0	0	0	0	0
CG43925	16	4	0	0	0
CG4393	2499	3322	187	187	1142
CG43931	0	0	0	0	0
CG43935	0	0	0	0	0
CG43938	0	0	3	0	0
CG43954	0	0	0	0	0
CG43965	90	131	74	372	1046
CG43968	12	18	4	35	29
CG43980	10	7	7	0	6
CG43982	0	0	0	0	0
CG43993	2	2	0	0	1
CG43996	0	0	0	0	0
CG43997	0	0	0	0	0
CG43998	0	0	0	0	0
CG43999	0	0	0	0	0
CG44000	0	0	0	0	0
CG44001	0	0	0	0	0
CG44002	211	147	58	82	111
CG44004	106	142	17	0	31
CG44005	927	797	129	171	248
CG44006	230	239	16	32	190
CG44008	50	45	14	14	28
CG44013	1	1	1	0	0
CG44014	8	5	5	0	14
CG44037	0	0	0	0	0
CG44038	0	0	0	0	3
CG4404	1377	1460	391	343	774
CG44040	2	11	0	7	5
CG44044	0	1	0	0	0
CG4406	696	649	383	393	437
CG4407	813	593	258	221	364
CG4408	533	542	26	67	82
CG44085	11845	14283	504	846	6191
CG44088	3	6	0	0	2
CG4409	3	3	0	12	1
CG44090	0	0	0	0	0
CG44094	0	1	0	4	0
CG44098	154	142	10	123	160
CG44102	22	7	13	0	3
CG44139	0	0	0	0	0
CG44140	0	0	0	0	0
CG44141	0	0	0	0	0
CG44142	0	0	0	0	0
CG4415	202	77	0	16	15
CG44153	9	8	95	32	20
CG44158	4	3	0	0	0
CG44163	0	1	0	0	0
CG44174	2	5	0	0	1
CG44194	0	0	0	0	0
CG44195	0	0	0	0	0
CG44215	0	0	0	0	0
CG44227	0	0	0	0	0
CG4424	139	155	38	56	104
CG44242	595	542	396	281	387
CG44243	6	23	0	0	0
CG44245	235	176	87	187	159
CG44247	57	32	0	18	18
